Date/Time,Badge Number,Reading
2022-05-09 08:00:00,W-51048193,222618.47
2022-05-09 08:00:00,W-51049536,168550.79
2022-05-09 08:00:00,W-51036180,187337.91
2022-05-09 08:00:00,W-84182458,174640.76
2022-05-09 08:00:00,W-51065485,505229.64
2022-05-09 08:00:00,W-51043276,214960.53
2022-05-09 08:00:00,W-51124155,34981.97
2022-05-09 08:00:00,W-51064104,509345.67
2022-05-09 08:00:00,W-51062978,123904.11
2022-05-09 08:00:00,W-51037485,141044.97
2022-05-09 08:00:00,W-51042515,77070.41
2022-05-09 08:00:00,W-51042063,206289.45
2022-05-09 08:00:00,W-51036631,177427.8
2022-05-09 08:00:00,W-51066753,35329.8
2022-05-09 08:00:00,W-51035579,31688.95
2022-05-09 08:00:00,W-51039716,127615.29
2022-05-09 08:00:00,W-84152828,521552.42
2022-05-09 08:00:00,W-51038383,420829.76
2022-05-09 08:00:00,W-84183191,59969.0
2022-05-09 08:00:00,W-51050599,464548.17
2022-05-09 08:00:00,W-51042170,203136.37
2022-05-09 08:00:00,W-51050538,455095.6
2022-05-09 08:00:00,W-84181160,361466.22
2022-05-09 08:00:00,W-51050290,273894.04
2022-05-09 08:00:00,W-51046620,412545.08
2022-05-09 08:00:00,W-51127901,266197.63
2022-05-09 08:00:00,W-51042277,342173.87
2022-05-09 08:00:00,W-51037555,148026.9
2022-05-09 08:00:00,W-51045092,218716.37
2022-05-09 08:00:00,W-51043129,35230.91
2022-05-09 08:00:00,W-51061746,134453.85
2022-05-09 08:00:00,W-51101060,264925.0
2022-05-09 08:00:00,W-51048245,456942.93
2022-05-09 08:00:00,W-51063692,359812.39
2022-05-09 08:00:00,W-51041496,160745.74
2022-05-09 08:00:00,W-51047964,129891.46
2022-05-09 08:00:00,W-51036148,383263.58
2022-05-09 08:00:00,W-51050712,87554.9
2022-05-09 08:00:00,W-51102968,141053.57
2022-05-09 08:00:00,W-51062897,199696.44
2022-05-09 08:00:00,W-51122900,125445.23
2022-05-09 08:00:00,W-51124591,131959.5
2022-05-09 08:00:00,W-51040111,226351.01
2022-05-09 08:00:00,W-51040914,290196.94
2022-05-09 08:00:00,W-84180547,422126.87
2022-05-09 08:00:00,W-51141919,100179.71
2022-05-09 08:00:00,W-51119194,91450.08
2022-05-09 08:00:00,W-51089952,4118257.0
2022-05-09 08:00:00,W-51052447,142440.67
2022-05-09 08:00:00,W-51129711,172278.91
2022-05-09 08:00:00,W-51136054,187953.98
2022-05-09 08:00:00,W-51141819,10469.5
2022-05-09 08:00:00,W-51130401,62059.66
2022-05-09 08:00:00,W-51130375,364435.06
2022-05-09 08:00:00,W-51129367,98381.99
2022-05-09 08:00:00,W-51118752,224632.29
2022-05-09 08:00:00,W-51118204,209819.66
2022-05-09 08:00:00,W-51104749,13490.24
2022-05-09 08:00:00,W-51109249,162879.36
2022-05-09 08:00:00,W-51106991,162945.61
2022-05-09 08:00:00,W-51106902,231294.64
2022-05-09 08:00:00,W-51102643,519332.66
2022-05-09 08:00:00,W-51131916,134198.74
2022-05-09 08:00:00,W-51130098,328131.78
2022-05-09 08:00:00,W-51105752,307540.32
2022-05-09 08:00:00,W-51098862,236180.38
2022-05-09 08:00:00,W-51078197,114342.59
2022-05-09 08:00:00,W-51084756,160221.91
2022-05-09 08:00:00,W-51113533,218000.86
2022-05-09 08:00:00,W-51116096,95091.23
2022-05-09 08:00:00,W-51116281,138785.29
2022-05-09 08:00:00,W-51076662,212524.88
2022-05-09 08:00:00,W-51107095,23582.92
2022-05-09 08:00:00,W-51107170,45288.21
2022-05-09 08:00:00,W-51099964,82697.46
2022-05-09 08:00:00,W-51132411,161876.21
2022-05-09 08:00:00,W-51128761,237612.57
